chat_id,user_id,message_date,first_name,second_name,nickname,lang,question,answer,
20,20,22.03.2021 21:26,А,Ч,20,ru,"Какие надбавки полагались врачам, которые работали с коронавирусом?","В соответствии с постановлением Правительства Российской Федерации от 12 апреля 2020 г. № 484 осуществлялись выплаты стимулирующего характера за выполнение особо важных работ медицинским и иным работникам, непосредственно участвующим в оказании медицинской помощи гражданам, у которых выявлена новая коронавирусная инфекция COVID-2019:

а) оказывающим специализированную медицинскую помощь в стационарных условиях гражданам с COVID-19, в размерах:
- врачам - 80 тыс. рублей в месяц;
- среднему медицинскому персоналу - 50 тыс. рублей в месяц;
- младшему медицинскому персоналу - 25 тыс. рублей в месяц.

б) оказывающим скорую медицинскую помощь гражданам, у которых выявлена новая коронавирусная инфекция COVID-19:
- врачам - 50 тыс. рублей в месяц;
- среднему медицинскому персоналу, младшему медицинскому персоналу - 25 тыс. рублей в месяц;
- водителям скорой медицинской помощи - 25 тыс. рублей в месяц.",
20,20,22.03.2021 21:34,А,Ч,20,ru,В каких городах нарушали режим самоизоляции больше всего?,"Самоизоляция — это часть карантинных мер, которые граждане должны придерживаться, чтобы не заразиться коронавирусом самому и не заразить им других.",
20,20,22.03.2021 21:36,А,Ч,20,ru,"Как объяснить то, что мировое сообщество не было готово к пандемии?","Пандемия коронавируса стала для мира вызовом, к которому он не был готов.  Ситуация для мира должна стать отрезвляющим уроком, потому что все последние десятилетия мировое сообщество готовилось к отражению совершенно других угроз. Эти угрозы действительно существовали, но многие из них , во-первых, преувеличивали, а во-вторых, не обращали внимания на болезни и пандемии.",
20,20,22.03.2021 21:36,А,Ч,20,ru,Какой процент населения переболел коронавирусной инфекцией?,"COVID-19 — заболевание, вызываемое новым коронавирусом, который называется SARS-CoV-2. ВОЗ впервые узнала об этом новом вирусе ВОЗ 31 декабря 2019 г., получив сообщение о группе случаев заболевания «вирусной пневмонией» в городе Ухане, Китайская Народная Республика.",
20,20,22.03.2021 21:38,А,Ч,20,ru,Сколько больниц было построено в России за время пандемии из-за нехватки мест?,"Научное сообщество имело представление о пандемическом потенциале высокопереносимого, умеренно вирулентного патогена. Но текущая система регистрации заболеваний зависит от обнаружения всплесков госпитализаций и смертей. Очевидно, что этого было недостаточно, чтобы остановить COVID-19",
20,20,22.03.2021 21:40,А,Ч,20,ru,Что показывает компьютерная томография?,"Необходимость такого обследования определяет врач. При этом должны учитываться возраст пациента, наличие сопутствующих хронических болезней, жалобы, объективное состояние и клиническая картина развития пневмонии (по итогам «прослушивания» легких, измерения сатурации, частоты дыхания и т.д.).",
20,20,22.03.2021 21:41,А,Ч,20,ru,После вакцинирования нужно соблюдать самоизоляцию?,"Роспотребнадзор рекомендует соблюдать самоизоляцию до и после вакцинации, т.к. пока нет точных данных о влиянии болезни COVID-19 на эффективность формирования иммунитета.",
20,20,22.03.2021 21:42,А,Ч,20,ru,На данный момент вакцины хватает всем?,"Смерть добровольцев в ходе клинических испытаний вакцин не должна настораживать – это лишь случайное стечение обстоятельств, уверены врачи.",
20,20,22.03.2021 21:44,А,Ч,20,ru,Наличие антител влияет на вакцину?,"Антитела IgA. Образуются на ранней стадии заболевания в слизистых оболочках в ответ на местное воздействие инфекции. Они не формируют клеточную память, поэтому в формировании устойчивого иммунитета не участвуют. Антитела IgM. Иммуноглобулины этого класса первыми появляются в крови в ответ на внедрение чужеродного антигена в организм. Они тоже не формируют длительного иммунитета. Зато по наличию антител IgA и IgM можно определить. что заболевание находится в активной фазе (даже если внешние симптомы отсутствуют). Антитела IgG. Отвечают за длительную защиту организма после перенесенных инфекционных заболеваний и обеспечивают основной иммунный ответ. Уровень антител IgG повышается медленнее и достигает стабильного уровня в среднем через 15-20 дней после начала заболевания.",
20,20,22.03.2021 21:46,А,Ч,20,ru,Возможно заразиться коронавирусом повторно?,"Вирус передается главным образом воздушно-капельным путем в результате вдыхания капель, выделяемых из дыхательных путей больного, например при кашле или чихании, а также капель слюны или выделений из носа. Также он может распространяться, когда больной касается любой загрязненной поверхности, например дверной ручки. В этом случае заражение происходит при касании рта, носа или глаз грязными руками.",
,,,,,,,,,
21,21,25.06.2021,Д,В,21,ru,Коронавирус все также опасен?,Коронавирус — это подмножество ОРВИ.,
21,21,25.06.2021 18:38,Д,В,21,ru,Какие Штаммы в России в 21 году?,"Точного ответа нет. Из известных штаммов в РФ были выявлены британский, южноафриканский, индийский и несколько локальных.",
21,21,25.06.2021 18:40,Д,В,21,ru,Какой самый опасный?,"Определение штамма подразумевает новые стойкие свойства патогена. Чаще всего приходится иметь дело либо с повышенной заразностью вируса (как, например, в случае с британским штаммом, который, по различным оценкам, примерно на 50% более заразен, чем другие, «старые» версии)",
21,21,25.06.2021 18:43,Д,В,21,ru,"Есть ли точное количество штаммов, которыми можно заразиться?","Роспотребнадзор обнаружил около 1,5 тыс. мутаций коронавируса",
21,21,25.06.2021 18:44,Д,В,21,ru,Меры предосторожности для всех штаммов одинаковые?,"Держите руки в чистоте, часто мойте их водой с мылом или используйте дезинфицирующее средство. Старайтесь не касаться рта, носа или глаз немытыми руками (обычно такие прикосновения неосознанно свершаются нами в среднем 15 раз в час). Используйте маски. На работе регулярно очищайте поверхности и устройства, к которым вы прикасаетесь (клавиатура компьютера, панели оргтехники общего использования, экран смартфона, пульты, дверные ручки и поручни). Носите с собой одноразовые салфетки и всегда прикрывайте нос и рот, когда вы кашляете или чихаете. Не ешьте еду (орешки, чипсы, печенье и другие снеки) из общих упаковок или посуды, если другие люди погружали в них свои пальцы. Часто проветривайте помещения. Если вы обнаружили симптомы, схожие с теми, которые вызывает коронавирус, оставайтесь дома и вызывайте врача.",
21,21,25.06.2021 18:46,Д,В,21,ru,Для вакцины был использован сам вирус?,Ни одна из отечественных вакцин против коронавируса не содержит живой вирус или его компоненты.,
21,21,25.06.2021 18:48,Д,В,21,ru,Прививка сможет дать защиту от всех штаммов?,"Производители вакцины Moderna заявили в ходе тестирования в январе, что вакцина может защитить от мутаций в Британии и Южной Африки, но она может быть немного слабее, когда дело касается южноафриканского штамма. Исследование, проведенное в США, показало, что вакцина Pfizer/BioNTech может бороться с новыми мутациями. Вакцины Novavax и Johnson & Johnson также оказались эффективными на 86 процентов в борьбе с британским штаммом. Обе вакцины защищают от новых штаммов, но их эффективность может немного снижаться. Российский государственный исследовательский центр вирусологии и биотехнологии «Вектор» объявил, что вакцина «Спутник V» также может работать против британских мутаций.",
21,21,25.06.2021 18:49,Д,В,21,ru,Когда будет логический конец ограничениям?,"Режим самоизоляции необходимо соблюдать вам  и людям, проживающим вместе с вами. Риск инфицирования членов семьи снижается, если соблюдать основные гигиенические требования — использовать маску, индивидуальную посуду, часто мыть руки и пользоваться кожными антисептиками, регулярно проветривать помещения.",
,,,,,,,,,
22,22,25.06.2021 19:27,А,К,22,ru,Какие то симптомы могут остаться после выздоровления?,"К наиболее распространенным симптомам COVID-19 относятся: Повышенная температура, лихорадка,   утомляемость, сухой кашель,  затрудненное дыхание. К другим, менее распространенным симптомам, которые встречаются у ряда пациентов, относятся: Утрата обоняния или вкусовых ощущений, боль в мышцах или суставах, заложенность носа, головная боль.",
22,22,25.06.2021 19:29,А,К,22,ru,Кому нужно ставить вакцину?,Заболеть может каждый. Поставить вакцину - личный выбор.,
22,22,25.06.2021 19:30,А,К,22,ru,Прививка ставится один раз в жизни или несколько?,Прививка может дать защиту до двух лет.,
22,22,25.06.2021 19:32,А,К,22,ru,От какого из мутаций вируса существует вакцина?,"Существует три вакцины против COVID?19, одобренные к использованию национальными регулирующими органами",
22,22,25.06.2021 19:33,А,К,22,ru,от какого штамма поможет вакцина?,"Производители вакцины Moderna заявили в ходе тестирования в январе, что вакцина может защитить от мутаций в Британии и Южной Африки, но она может быть немного слабее, когда дело касается южноафриканского штамма. Исследование, проведенное в США, показало, что вакцина Pfizer/BioNTech может бороться с новыми мутациями. Вакцины Novavax и Johnson & Johnson также оказались эффективными на 86 процентов в борьбе с британским штаммом. Обе вакцины защищают от новых штаммов, но их эффективность может немного снижаться. Российский государственный исследовательский центр вирусологии и биотехнологии «Вектор» объявил, что вакцина «Спутник V» также может работать против британских мутаций.",
22,22,25.06.2021 19:36,А,К,22,ru,"Получается, что вирус может мутировать бесконечное количество раз?","Попробуй, пожалуйста, выразить свою мысль по-другому.",
22,22,25.06.2021 19:39,А,К,22,ru,Сколько раз вирус может мутировать?,"QR-код действует разное время, в зависимости от того, что он подтверждает: вакцинацию - 1 год, перенесённую болезнь - полгода",
22,22,25.06.2021 19:40,А,К,22,ru,Qr коды еще действуют в России?,"QR-код действует разное время, в зависимости от того, что он подтверждает: вакцинацию - 1 год, перенесённую болезнь - полгода",
22,22,25.06.2021 19:41,А,К,22,ru,Для пересечения границы нужен QR код?,"QR-код дает возможность на посещение кафе, ресторанов и других организаций общественного питания, а также массовых мероприятий в период действия ограничений, вызванных COVID-19. Для проверки нужно предъявить QR-код в смартфоне или в распечатанном виде вместе с документом, удостоверяющим личность.",
,,,,,,,,,
23,23,25.06.2021 21:36,К,М,23,ru,Сколько людей уже заразилось после того как прошли два этапа вакцины?,"По норме должен пройти 21 день, потому что вам ввели антиген. Иммунный ответ идет бурно, а потом опускается на плато, восстанавливается система выработки иммунитета. Ставить вторую дозу вакцины раньше установленного в 21 день срока не стоит — например, через две недели иммунитет ослаблен. Если привиться позже срока, например, через месяц, вреда для организма будет меньше. Заново начинать вакцинацию не придется.",
23,23,25.06.2021 21:38,К,М,23,ru,Сколько людей заразилось после вакцины?,Доля заболевших коронавирусом после вакцинации составляет около 1% от всех получивших препарат.,
23,23,25.06.2021 21:40,К,М,23,ru,"Если заразился после вакцины, то нужно принимать антибиотики?","Если заниматься самолечением, можно вывести в своём организме бактерии, которые больше будут не чувствительны к антибактериальной терапии. Опасность ещё и в том, что человек легко передаст эти бактерии своим друзьям и близким, и антибиотики им тоже перестанут помогать.",
23,23,25.06.2021 21:41,К,М,23,ru,Почему вакцина не гарантирует полноценный иммунитет?,Прививка может дать защиту до двух лет.,
23,23,25.06.2021 21:43,К,М,23,ru,Какая статистика по вакцинации населения?,"На  июль 2021 года в России: 35 388 480 чел. (24.12% от населения) - привито хотя бы одним компонентом вакцины, 23 474 965 чел. (16% от населения) - полностью привито, 58 863 445 шт. - всего прививок сделано.",
23,23,25.06.2021 21:46,К,М,23,ru,Вакцинироваться абсолютно безопасно или присутствуют побочные эффекты?,"У некоторых пациентов с перенесенной COVID-19 независимо от того, потребовалась ли им госпитализация или нет, сохраняются различные симптомы болезни, в том числе утомляемость, респираторные и неврологические нарушения",
23,23,25.06.2021 21:47,К,М,23,ru,Какие побочные эффекты могут быть после вакцины?,"У некоторых пациентов с перенесенной COVID-19 независимо от того, потребовалась ли им госпитализация или нет, сохраняются различные симптомы болезни, в том числе утомляемость, респираторные и неврологические нарушения",
23,23,25.06.2021 21:49,К,М,23,ru,После прививки поднялась температура. Это естесственная реакция организма?,"После вакцинации возможны индивидуальные реакции организма. Повышение температуры в первые три дня после введения вакцины обычно не превышает 37,5 С°.",
23,23,25.06.2021 21:50,К,М,23,ru,Прививка дает освобождение от работы на несколько дней?,Прививка может дать защиту до двух лет.,
23,23,25.06.2021 21:51,К,М,23,ru,Людей будут заставлять вакцинироваться в обязательном порядке?,"Вакцина поставляется в медицинские организации всех субъектов Российской Федерации. Список медицинских организаций, в которых можно сделать прививку, можно уточнить на сайте регионального министерства здравоохранения.",
,,,,,,,,,
24,24,25.06.2021 22:15,А,М,24,ru,На сколько вирус может быстро мутировать?,Ни одна из отечественных вакцин против коронавируса не содержит живой вирус или его компоненты.,
24,24,25.06.2021 22:16,А,М,24,ru,Что такое штамм с научной точки зрения?,"Штамм - это чистая изолированная культура. Изначально данный термин используется в отношении бактерий, но контексте последних событий применяется словосочетание ""штамм коронавируса"". Имеется в виду мутация вируса.",
24,24,25.06.2021 22:18,А,М,24,ru,Какой из штаммов был использован для создания вакцины?,"Производители вакцины Moderna заявили в ходе тестирования в январе, что вакцина может защитить от мутаций в Британии и Южной Африки, но она может быть немного слабее, когда дело касается южноафриканского штамма. Исследование, проведенное в США, показало, что вакцина Pfizer/BioNTech может бороться с новыми мутациями. Вакцины Novavax и Johnson & Johnson также оказались эффективными на 86 процентов в борьбе с британским штаммом. Обе вакцины защищают от новых штаммов, но их эффективность может немного снижаться. Российский государственный исследовательский центр вирусологии и биотехнологии «Вектор» объявил, что вакцина «Спутник V» также может работать против британских мутаций.",
24,24,25.06.2021 22:19,А,М,24,ru,От всех штаммов есть вакцина?,"Производители вакцины Moderna заявили в ходе тестирования в январе, что вакцина может защитить от мутаций в Британии и Южной Африки, но она может быть немного слабее, когда дело касается южноафриканского штамма. Исследование, проведенное в США, показало, что вакцина Pfizer/BioNTech может бороться с новыми мутациями. Вакцины Novavax и Johnson & Johnson также оказались эффективными на 86 процентов в борьбе с британским штаммом. Обе вакцины защищают от новых штаммов, но их эффективность может немного снижаться. Российский государственный исследовательский центр вирусологии и биотехнологии «Вектор» объявил, что вакцина «Спутник V» также может работать против британских мутаций.",
24,24,25.06.2021 22:21,А,М,24,ru,Сколько людей заразилось после вакцинирования?,С этой информацией можно ознакомиться перейдя по ссылке: https://www.arcgis.com/apps/opsdashboard/index.html#/85320e2ea5424dfaaa75ae62e5c06e61,
24,24,25.06.2021 22:23,А,М,24,ru,Эпидемия подходит к концу или ждать новые штаммы?,"Производители вакцины Moderna заявили в ходе тестирования в январе, что вакцина может защитить от мутаций в Британии и Южной Африки, но она может быть немного слабее, когда дело касается южноафриканского штамма. Исследование, проведенное в США, показало, что вакцина Pfizer/BioNTech может бороться с новыми мутациями. Вакцины Novavax и Johnson & Johnson также оказались эффективными на 86 процентов в борьбе с британским штаммом. Обе вакцины защищают от новых штаммов, но их эффективность может немного снижаться. Российский государственный исследовательский центр вирусологии и биотехнологии «Вектор» объявил, что вакцина «Спутник V» также может работать против британских мутаций.",
24,24,25.06.2021 22:25,А,М,24,ru,Британский штамм самый опасный?,"Определение штамма подразумевает новые стойкие свойства патогена. Чаще всего приходится иметь дело либо с повышенной заразностью вируса (как, например, в случае с британским штаммом, который, по различным оценкам, примерно на 50% более заразен, чем другие, «старые» версии)",
24,24,25.06.2021 22:26,А,М,24,ru,"В итоге, когда пандемия закончится?",На этот вопрос нет точного ответа. Главное соблюдать меры личной гигиены.,
,,,,,,,,,
25,25,26.06.2021 18:10,Р,А,25,ru,Сколько государство заработало на вакцинах?,"Эксперты ВОЗ говорили, что будут считать успешной любую вакцину, эффективность которой превысит 70%. Американские власти сообщали о готовности закупать препараты, дающие хотя бы 50-процентую защиту от вируса (примерно такую эффективность имеет вакцина от гриппа). В Европейском медицинском агентстве намекали, что готовы рассмотреть даже менее эффективные препараты.",
25,25,26.06.2021 18:11,Р,А,25,ru,Ты поставил вакцину?,Заболеть может каждый. Поставить вакцину - личный выбор.,
25,25,26.06.2021 18:13,Р,А,25,ru,Какая вакцина самая безопасная?,"Эффективность российской вакцины от коронавируса «Cпутник V» на 42-й день после первой инъекции превысила 95%, говорится в пресс-релизе Российского фонда прямых инвестиций (РФПИ). Такие выводы сделаны по итогам второго промежуточного анализа данных клинического исследования вакцины.",
25,25,26.06.2021 18:15,Р,А,25,ru,"На сколько я знаю, у Спутника есть вакцина Спутник Лайт, чем она отличается?","25 июня 2021 года завершен этап контроля, и первые серии ""Спутник Лайт"" вышли с производства в гражданский оборот. Вакцина «Спутник Лайт» - это однокомпонентная версия «Спутника V». В отличие от двухкомпонентной вакцины «Спутник V», для прививки «Спутник Лайт» будет достаточно одного укола.",
25,25,26.06.2021 18:17,Р,А,25,ru,Какие вакцины доступны в России?,"Россия является бесспорным мировым лидером по числу собственных вакцин от коронавируса с высокой эффективностью. К уже зарегистрированным препаратам «Спутник V», «ЭпиВакКорона» и «КовиВак» не так давно добавился однокомпонентный «Спутник Лайт».",
25,25,26.06.2021 18:19,Р,А,25,ru,Есть возможность самому выбрать определенную вакцину?,"Принять решение и дать рекомендацию о выборе вакцины может только врач. Специалисты могут уточнить, какая вакцина для вас подойдёт лучше.",
25,25,26.06.2021 18:22,Р,А,25,ru,А за деньги?,"Попробуй, пожалуйста, выразить свою мысль по-другому.",
25,25,26.06.2021 18:23,Р,А,25,ru,За деньги можно выбрать вакцину?,"Принять решение и дать рекомендацию о выборе вакцины может только врач. Специалисты могут уточнить, какая вакцина для вас подойдёт лучше.",
25,25,26.06.2021 18:25,Р,А,25,ru,По какому принципу вакцина влияет на организм?,"В вакцине содержится часть вируса - антиген, он не способен вызвать болезнь, но может активировать иммунитет.",
,,,,,,,,,
26,26,26.06.2021 19:20,М,Б,26,ru,Ковид с разными видами мутации останется с нами навсегда?,"Вирус будет становиться все менее опасным и в перспективе превратится в болезнь, сравнимую с обычным гриппом. Вакцины от гриппа давно разрабатывают с учетом разных штаммов, прививка защищает от основных. Также будет и с коронавирусом.",
26,26,26.06.2021 19:22,М,Б,26,ru,Когда все ограничения будут сняты?,"Вирус будет становиться все менее опасным и в перспективе превратится в болезнь, сравнимую с обычным гриппом. Вакцины от гриппа давно разрабатывают с учетом разных штаммов, прививка защищает от основных. Также будет и с коронавирусом.",
26,26,26.06.2021 19:24,М,Б,26,ru,"Какой смысл в вакцине, если все равно остается шанс заразиться?",Ни одна из отечественных вакцин против коронавируса не содержит живой вирус или его компоненты.,
26,26,26.06.2021 19:26,М,Б,26,ru,"Разработали приложение для путешествий, как пользоваться?",Данное приложение обеспечивает высокую гарантию подлинности цифрового сертификата об отрицательных результатах тестирования на COVID-19.,
26,26,26.06.2021 19:28,М,Б,26,ru,Перед полетом из России во все страны нужен тест Пцр на коронавирус?,"Россия является бесспорным мировым лидером по числу собственных вакцин от коронавируса с высокой эффективностью. К уже зарегистрированным препаратам «Спутник V», «ЭпиВакКорона» и «КовиВак» не так давно добавился однокомпонентный «Спутник Лайт».",
26,26,26.06.2021 19:30,М,Б,26,ru,Куда сейчас можно улететь из России?,"Россия является бесспорным мировым лидером по числу собственных вакцин от коронавируса с высокой эффективностью. К уже зарегистрированным препаратам «Спутник V», «ЭпиВакКорона» и «КовиВак» не так давно добавился однокомпонентный «Спутник Лайт».",
26,26,26.06.2021 19:31,М,Б,26,ru,Сдать пцр можно в аэропорту?,"Забор анализа проводит выездная бригада медицинской организации. Либо врач поликлиники при первичном осмотре, если есть подозрения на covid- инфекцию",
26,26,26.06.2021 19:33,М,Б,26,ru,"Когда тест можно будет купить в аптеке, а не ехать в спец учреждение?","Вирус будет становиться все менее опасным и в перспективе превратится в болезнь, сравнимую с обычным гриппом. Вакцины от гриппа давно разрабатывают с учетом разных штаммов, прививка защищает от основных. Также будет и с коронавирусом.",
,,,,,,,,,
27,27,26.06.2021 20:05,А,Т,27,ru,Почему Qr коды отменили?,"С 19 июля, вступил в силу указ мэра столицы Сергея Собянина об отмене QR-кодов для посещения ресторанов. Теперь фудкорты, расположенные в торговых центрах, а также точки общественного питания можно будет посещать без QR-кодов. Кроме того, заведения будут работать не только навынос и доставку.",
27,27,26.06.2021 20:07,А,Т,27,ru,Сейчас QR код не нужен?,"QR-код дает возможность на посещение кафе, ресторанов и других организаций общественного питания, а также массовых мероприятий в период действия ограничений, вызванных COVID-19. Для проверки нужно предъявить QR-код в смартфоне или в распечатанном виде вместе с документом, удостоверяющим личность.",
27,27,26.06.2021 20:10,А,Т,27,ru,Долго ли ношение масок будет обязательным?,"Вирус будет становиться все менее опасным и в перспективе превратится в болезнь, сравнимую с обычным гриппом. Вакцины от гриппа давно разрабатывают с учетом разных штаммов, прививка защищает от основных. Также будет и с коронавирусом.",
27,27,26.06.2021 20:11,А,Т,27,ru,Когда смогу не носить маску?,"Использование одноразовой медицинской маски снижает риск заболевания вирусными инфекциями, которые передаются воздушно-капельным путем (при кашле, чихании). Для больных ОРВИ ношение маски обязательно, маску несколько раз в день нужно менять.",
27,27,26.06.2021 20:13,А,Т,27,ru,"Зачем носить маску, если я не болею?","Использование одноразовой медицинской маски снижает риск заболевания вирусными инфекциями, которые передаются воздушно-капельным путем (при кашле, чихании). Для больных ОРВИ ношение маски обязательно, маску несколько раз в день нужно менять.",
27,27,26.06.2021 20:15,А,Т,27,ru,Какие последствия может нести ковид?,"У некоторых пациентов с перенесенной COVID-19 независимо от того, потребовалась ли им госпитализация или нет, сохраняются различные симптомы болезни, в том числе утомляемость, респираторные и неврологические нарушения",
27,27,26.06.2021 20:17,А,Т,27,ru,"Существует вакцина, которую можно поставить один раз и забыть об этом?","Существует три вакцины против COVID?19, одобренные к использованию национальными регулирующими органами.",
27,27,26.06.2021 20:18,А,Т,27,ru,Сколько вакцин в России?,"Россия является бесспорным мировым лидером по числу собственных вакцин от коронавируса с высокой эффективностью. К уже зарегистрированным препаратам «Спутник V», «ЭпиВакКорона» и «КовиВак» не так давно добавился однокомпонентный «Спутник Лайт».",
27,27,26.06.2021 20:19,А,Т,27,ru,Вирус с нами навсегда?,Ни одна из отечественных вакцин против коронавируса не содержит живой вирус или его компоненты.,
,,,,,,,,,
28,28,26.06.2021 21:10,В,С,28,ru,"Привет, какие то штрафы предусмотрены, если у тебя нет QR кода?","QR-код действует разное время, в зависимости от того, что он подтверждает:
вакцинацию - 1 год
перенесённую болезнь - полгода",
28,28,26.06.2021 21:12,В,С,28,ru,Как получить сертификат за вакцинацию?,Необходимо зарегистрироваться на Госуслугах и подтвердите учетную запись. После вакцинации можно получить электронный сертификат.,
28,28,26.06.2021 21:14,В,С,28,ru,Нас могут заставить вакцинироваться на государственном уровне?,"Вакцина поставляется в медицинские организации всех субъектов Российской Федерации. Список медицинских организаций, в которых можно сделать прививку, можно уточнить на сайте регионального министерства здравоохранения.",
28,28,26.06.2021 21:15,В,С,28,ru,Сколько стоила разработка вакцины?,"Эксперты ВОЗ говорили, что будут считать успешной любую вакцину, эффективность которой превысит 70%. Американские власти сообщали о готовности закупать препараты, дающие хотя бы 50-процентую защиту от вируса (примерно такую эффективность имеет вакцина от гриппа). В Европейском медицинском агентстве намекали, что готовы рассмотреть даже менее эффективные",
28,28,26.06.2021 21:16,В,С,28,ru,Что входит в состав всех вакцин?,"В вакцине содержится часть вируса - антиген, он не способен вызвать болезнь, но может активировать иммунитет.",
28,28,26.06.2021 21:18,В,С,28,ru,В Америке будет действителен Российский сертификат о вакцинации?,Необходимо зарегистрироваться на Госуслугах и подтвердите учетную запись. После вакцинации можно получить электронный сертификат.,
28,28,26.06.2021 21:20,В,С,28,ru,Где больше всего людей переболело?,С этой информацией можно ознакомиться перейдя по ссылке: https://www.arcgis.com/apps/opsdashboard/index.html#/85320e2ea5424dfaaa75ae62e5c06e61,
28,28,26.06.2021 21:22,В,С,28,ru,Когда выработает коллективный иммунитет и смертность станет значительно меньше?,Коллективный иммунитет выработается когда будет вакцинировано не менее 60-70 % населения.,
28,28,26.06.2021 21:23,В,С,28,ru,Как долго ждать результаты теста на ковид?,"В поликлинике по месту жительства тест на коронавирус можно сдать бесплатно, стоимость в частной клинике теста на COVID-19 варьируется от выбранного метода тестирования.",
28,28,26.06.2021 21:25,В,С,28,ru,Тесты всегда дают точный результат?,Примерно в 30% случаев тест на коронавирус может показать ложноотрицательный результат из-за неправильного отбора биоматериала у человека.  Поэтому существует шанс получить ложноотрицательный результат. Можно попробовать сдать тест на антитела.,
28,28,26.06.2021 21:27,В,С,28,ru,Сколько антитела находятся в организме?,"Сдавать тест на антитела рекомендуется через две недели после выздоровления. Антитела после COVID-19 сохраняются в организме не менее трех месяцев, и даже если они не обнаруживаются, в организме переболевших все еще присутствуют иммунные клетки, способные справиться с вирусом",
,,,,,,,,,
29,29,27.06.2021 19:19,В,Н,29,ru,Как можно оценить обстановку в мире на июль 2021 года?,,
29,29,27.06.2021 19:21,В,Н,29,ru,Как быстро вирус может мутировать?,"Степень неожиданности появления нового коронавируса и уровень заболеваемости COVID-19, часто рассматривается как случайная непрогнозируемая ситуация, которую было невозможно предвидеть. Главная проблема COVID-19 - в неопределенности числа заболевших, за счет того, что инкубационный период часто протекает бессимптомно и продолжается до двух недель, статистические данные могут быть искаженными. По оценкам многих зарубежных аналитиков меры, которые применяли разные страны, чтобы снизить распространение инфекции, показали, что самым продуктивным оказалось ограничение международного сообщения.",
29,29,27.06.2021 19:22,В,Н,29,ru,Какой у вакцины принцип действия?,"В вакцине содержится часть вируса - антиген, он не способен вызвать болезнь, но может активировать иммунитет.",
29,29,27.06.2021 19:23,В,Н,29,ru,Какой штамм был использован для создания вакцины?,"Производители вакцины Moderna заявили в ходе тестирования в январе, что вакцина может защитить от мутаций в Британии и Южной Африки, но она может быть немного слабее, когда дело касается южноафриканского штамма. Исследование, проведенное в США, показало, что вакцина Pfizer/BioNTech может бороться с новыми мутациями. Вакцины Novavax и Johnson & Johnson также оказались эффективными на 86 процентов в борьбе с британским штаммом. Обе вакцины защищают от новых штаммов, но их эффективность может немного снижаться. Российский государственный исследовательский центр вирусологии и биотехнологии «Вектор» объявил, что вакцина «Спутник V» также может работать против британских мутаций.",
29,29,27.06.2021 19:25,В,Н,29,ru,От какого штамма есть вакцина?,"Производители вакцины Moderna заявили в ходе тестирования в январе, что вакцина может защитить от мутаций в Британии и Южной Африки, но она может быть немного слабее, когда дело касается южноафриканского штамма. Исследование, проведенное в США, показало, что вакцина Pfizer/BioNTech может бороться с новыми мутациями. Вакцины Novavax и Johnson & Johnson также оказались эффективными на 86 процентов в борьбе с британским штаммом. Обе вакцины защищают от новых штаммов, но их эффективность может немного снижаться. Российский государственный исследовательский центр вирусологии и биотехнологии «Вектор» объявил, что вакцина «Спутник V» также может работать против британских мутаций.",
29,29,27.06.2021 19:27,В,Н,29,ru,Британский или индийский штамм опаснее?,"Индийский штамм, который еще называют Delta, более заразен, чем кентский (Alpha), вызвавший третью волну коронавируса в Европе. Риск передачи новой мутации вируса в домовладениях на 60% выше.

Кроме того, применяемые вакцины после первой прививки на 17% менее эффективны против индийского штамма, однако после полного цикла вакцинации этот показатель становится несущественным.",
29,29,27.06.2021 19:29,В,Н,29,ru,Когда закончится коронавирус и мы сможем жить как раньше?,На этот вопрос нет точного ответа. Главное соблюдать меры личной гигиены.,
29,29,27.06.2021 19:31,В,Н,29,ru,Сколько людей заразилось после вакцины?,Доля заболевших коронавирусом после вакцинации составляет около 1% от всех получивших препарат.,
29,29,27.06.2021 19:33,В,Н,29,ru,Сколько людей умерло после вакцины?,Доля заболевших коронавирусом после вакцинации составляет около 1% от всех получивших препарат.,
,,,,,,,,,
30,30,27.06.2021 19:55,М,А,30,ru,Когда ситуация по заболеваемости была самая тяжелая?,Коллективный иммунитет выработается когда будет вакцинировано не менее 60-70 % населения.,
30,30,27.06.2021 19:56,М,А,30,ru,Как можно выздороветь в короткие сроки?,"Для скорейшего выздоровления необходимо соблюдать рекомендации и лечение, выписанное лечащим врачом.",
30,30,27.06.2021 19:58,М,А,30,ru,"Хуже, чем было уже не будет?","Пандемия коронавируса стала для мира вызовом, к которому он не был готов.  Ситуация для мира должна стать отрезвляющим уроком, потому что все последние десятилетия мировое сообщество готовилось к отражению совершенно других угроз. Эти угрозы действительно существовали, но многие из них , во-первых, преувеличивали, а во-вторых, не обращали внимания на болезни и пандемии.",
30,30,27.06.2021 20:01,М,А,30,ru,"Какой срок реабилитации после болезни, чтобы вирус полностью вывелся из организма?","У некоторых пациентов с перенесенной COVID-19 независимо от того, потребовалась ли им госпитализация или нет, сохраняются различные симптомы болезни, в том числе утомляемость, респираторные и неврологические нарушения",
30,30,27.06.2021 20:03,М,А,30,ru,У меня не до конца вернулись вкусовые качества. Когда полностью вернутся?,,
